,id,home_label,step,keyword,from_label,to_label,from_lat,from_lon,to_lat,to_lon,travel_d(km),travel_angle,stay_t(h),start,d_home
76,0,8a2a3029a8b7fff,76,return,8a2a3067344ffff,8a2a3029a8b7fff,42.3676,-71.1651,42.3,-71.0,15.51372367826463,118.92569433085525,18.52285682827753,13374.6937167983,0.0
77,0,8a2a3029a8b7fff,77,return,8a2a3029a8b7fff,8a2a33d5d31ffff,42.3,-71.0,42.1556,-71.4819,42.80400556351137,-111.86949226114167,32.952661663598285,13407.646378461897,42.80400556351137
78,0,8a2a3029a8b7fff,78,return,8a2a33d5d31ffff,8a2a3067344ffff,42.1556,-71.4819,42.3676,-71.1651,35.14784562966206,47.77325831359107,108.59923612518855,13516.245614587086,15.51372367826463
79,0,8a2a3029a8b7fff,79,return,8a2a3067344ffff,8a2a33d5d31ffff,42.3676,-71.1651,42.1556,-71.4819,35.14784562966206,-132.0136877476048,32.31005615792571,13548.55567074501,42.80400556351137
80,0,8a2a3029a8b7fff,80,return,8a2a33d5d31ffff,8a2a33d5d31ffff,42.1556,-71.4819,42.1556,-71.4819,0.0,0.0,219.61405145708838,13768.1697222021,42.80400556351137
81,0,8a2a3029a8b7fff,81,return,8a2a33d5d31ffff,8a2a33933c1ffff,42.1556,-71.4819,42.2443,-71.0551,36.514364510128885,74.18577824190427,792.8769833539258,14561.046705556026,7.675527717065049
82,0,8a2a3029a8b7fff,82,return,8a2a33933c1ffff,8a2a33d5d31ffff,42.2443,-71.0551,42.1556,-71.4819,36.514364510128885,-105.52753087308429,36.70626776083506,14597.752973316861,42.80400556351137
83,0,8a2a3029a8b7fff,83,return,8a2a33d5d31ffff,8a2a3029a8b7fff,42.1556,-71.4819,42.3,-71.0,42.80400556351137,67.80663110705606,180.67529331638735,14778.42826663325,0.0
84,0,8a2a3029a8b7fff,84,return,8a2a3029a8b7fff,8a2a3029a8b7fff,42.3,-71.0,42.3,-71.0,0.0,0.0,14.406411691104475,14792.834678324354,0.0
85,0,8a2a3029a8b7fff,85,return,8a2a3029a8b7fff,8a2a33936177fff,42.3,-71.0,42.2764,-71.0469,4.665838618328296,-124.2081252463818,58.81533847854136,14851.650016802896,4.665838618328296
86,0,8a2a3029a8b7fff,86,return,8a2a33936177fff,8a2a33d5d31ffff,42.2764,-71.0469,42.1556,-71.4819,38.25893340578811,-110.40775682788141,355.10011708850294,15206.750133891399,42.80400556351137
87,0,8a2a3029a8b7fff,87,return,8a2a33d5d31ffff,8a2a339aba27fff,42.1556,-71.4819,42.1597,-71.1644,26.175130742804466,88.8954680294174,27.710814232450968,15234.46094812385,20.654268168604037
88,0,8a2a3029a8b7fff,88,return,8a2a339aba27fff,8a2a3029e04ffff,42.1597,-71.1644,42.3089,-70.9868,22.113999785774734,41.331257803053774,672.0971060153057,15906.558054139156,1.4689318766776456
89,0,8a2a3029a8b7fff,89,explore,8a2a3029e04ffff,8a2a3029e037fff,42.3089,-70.9868,42.3138,-70.989,0.5741017599248313,,489.5375888142696,16396.095642953424,1.7812686089695973
90,0,8a2a3029a8b7fff,90,return,8a2a3029e037fff,8a2a3067344ffff,42.3138,-70.989,42.3676,-71.1651,15.661247244175193,-67.48432021895304,467.23848926235905,16863.334132215783,15.51372367826463
91,0,8a2a3029a8b7fff,91,explore,8a2a3067344ffff,8a2a30673737fff,42.3676,-71.1651,42.3679,-71.1645,0.059519482874592536,,759.7125270171583,17623.046659232943,15.48680593173982
92,0,8a2a3029a8b7fff,92,return,8a2a30673737fff,8a2a3029a8b7fff,42.3679,-71.1645,42.3,-71.0,15.48680593173982,119.12232342808738,39.01822687813343,17662.064886111075,0.0
93,0,8a2a3029a8b7fff,93,explore,8a2a3029a8b7fff,8a2a3029c4effff,42.3,-71.0,42.3124,-70.9692,2.8838211702404557,,1051.39102072306,18713.455906834133,2.8838211702404557
94,0,8a2a3029a8b7fff,94,return,8a2a3029c4effff,8a2a33d5d31ffff,42.3124,-70.9692,42.1556,-71.4819,45.669351325477486,-112.27110031236788,15.215795522987554,18728.671702357122,42.80400556351137
95,0,8a2a3029a8b7fff,95,return,8a2a33d5d31ffff,8a2a33936b97fff,42.1556,-71.4819,42.2759,-71.0444,38.43252393195948,69.48455956644291,135.94250877382964,18864.614211130953,4.52996634205112
96,0,8a2a3029a8b7fff,96,explore,8a2a33936b97fff,8a2a33936777fff,42.2759,-71.0444,42.2711,-71.0557,1.0720490730370253,,147.07619293972726,19011.69040407068,5.596562082649593
97,0,8a2a3029a8b7fff,97,explore,8a2a33936777fff,8a2a306427b7fff,42.2711,-71.0557,42.3299,-71.1689,11.376392425022491,,16.31193133067498,19028.002335401354,14.280009817532564
98,0,8a2a3029a8b7fff,98,return,8a2a306427b7fff,8a2a3029a8b7fff,42.3299,-71.1689,42.3,-71.0,14.280009817532564,103.40652235941138,44.326263265164705,19072.328598666518,0.0
99,0,8a2a3029a8b7fff,99,explore,8a2a3029a8b7fff,8a2a3029a88ffff,42.3,-71.0,42.2985,-70.9995,0.17178686987628336,,12.028896787055016,19084.357495453572,0.17178686987628336
100,1,8a2a3029a8b7fff,0,explore,8a2a3029a8b7fff,8a2a3029a887fff,42.3,-71.0,42.2998,-70.9996,0.039709036810133734,,19.49419386234748,19.49419386234748,0.039709036810133734
101,1,8a2a3029a8b7fff,1,return,8a2a3029a887fff,8a2a3029a8b7fff,42.2998,-70.9996,42.3,-71.0,0.039709036810133734,-55.94071553504677,22.405868919392915,41.900062781740395,0.0
102,1,8a2a3029a8b7fff,2,explore,8a2a3029a8b7fff,8a2a3029a887fff,42.3,-71.0,42.2998,-70.9994,0.05412579352282906,,103.36495453236279,145.26501731410318,0.05412579352282906
103,1,8a2a3029a8b7fff,3,explore,8a2a3029a887fff,8a2b1db56957fff,42.2998,-70.9994,44.3584,-65.3078,513.9774628330208,,11.013594821658538,156.2786121357617,514.0103156691879
104,1,8a2a3029a8b7fff,4,return,8a2b1db56957fff,8a2a3029a8b7fff,44.3584,-65.3078,42.3,-71.0,514.0103156691879,-114.45880972695859,563.5986483974025,719.8772605331642,0.0
105,1,8a2a3029a8b7fff,5,explore,8a2a3029a8b7fff,8a2a30298687fff,42.3,-71.0,42.2883,-70.987,1.6840042296483164,,431.56580427127614,1151.4430648044404,1.6840042296483164
106,1,8a2a3029a8b7fff,6,return,8a2a30298687fff,8a2a3029a8b7fff,42.2883,-70.987,42.3,-71.0,1.6840042296483164,-39.41202406772851,323.2043701095494,1474.6474349139899,0.0
107,1,8a2a3029a8b7fff,7,return,8a2a3029a8b7fff,8a2a3029a887fff,42.3,-71.0,42.2998,-70.9994,0.05412579352282906,114.25966884487136,261.69714624830436,1736.3445811622942,0.05412579352282906
108,1,8a2a3029a8b7fff,8,explore,8a2a3029a887fff,8a2a3029a907fff,42.2998,-70.9994,42.3017,-70.9935,0.5292282967477182,,14.176404378600676,1750.5209855408948,0.5670114223498088
109,1,8a2a3029a8b7fff,9,return,8a2a3029a907fff,8a2a3029a887fff,42.3017,-70.9935,42.2998,-70.9994,0.5292282967477182,-113.52647698697548,10.244625676960666,1760.7656112178554,0.05412579352282906
110,1,8a2a3029a8b7fff,10,explore,8a2a3029a887fff,8a2a3029e35ffff,42.2998,-70.9994,42.3039,-70.984,1.346063797789728,,132.68811518291912,1893.4537264007745,1.3854691056870327
111,1,8a2a3029a8b7fff,11,return,8a2a3029e35ffff,8a2a3029a887fff,42.3039,-70.984,42.2998,-70.9994,1.346063797789728,-109.79193787209806,187.42613222187398,2080.8798586226485,0.05412579352282906
112,1,8a2a3029a8b7fff,12,explore,8a2a3029a887fff,8a2a3029a897fff,42.2998,-70.9994,42.2995,-71.0014,0.16783587606022757,,103.8424504806779,2184.7223091033266,0.12786133702665367
113,1,8a2a3029a8b7fff,13,return,8a2a3029a897fff,8a2a3029a897fff,42.2995,-71.0014,42.2995,-71.0014,0.0,0.0,54.25921284854209,2238.9815219518687,0.12786133702665367
114,1,8a2a3029a8b7fff,14,return,8a2a3029a897fff,8a2a3029a897fff,42.2995,-71.0014,42.2995,-71.0014,0.0,0.0,1367.2557707770434,3606.237292728912,0.12786133702665367
115,1,8a2a3029a8b7fff,15,return,8a2a3029a897fff,8a2a3029a8b7fff,42.2995,-71.0014,42.3,-71.0,0.12786133702665367,64.22529166547648,540.0297166713647,4146.267009400277,0.0
116,1,8a2a3029a8b7fff,16,return,8a2a3029a8b7fff,8a2b1db56957fff,42.3,-71.0,44.3584,-65.3078,514.0103156691879,61.632933865383656,344.73021747273907,4490.997226873016,514.0103156691879
117,1,8a2a3029a8b7fff,17,return,8a2b1db56957fff,8a2b1db56957fff,44.3584,-65.3078,44.3584,-65.3078,0.0,0.0,120.60895587918449,4611.606182752201,514.0103156691879
118,1,8a2a3029a8b7fff,18,explore,8a2b1db56957fff,8a2b1db541affff,44.3584,-65.3078,44.3541,-65.2895,1.5314951078953527,,571.5245472355837,5183.130729987784,515.137882024281
119,1,8a2a3029a8b7fff,19,return,8a2b1db541affff,8a2b1db56957fff,44.3541,-65.2895,44.3584,-65.3078,1.5314951078953527,-71.80152731963442,102.13271331147632,5285.263443299261,514.0103156691879
120,1,8a2a3029a8b7fff,20,explore,8a2b1db56957fff,8a3b962ae42ffff,44.3584,-65.3078,31.7032,-61.1822,1452.3202645698095,,1076.403651736206,6361.667095035467,1463.550802987285
121,1,8a2a3029a8b7fff,21,return,8a3b962ae42ffff,8a2a3029a907fff,31.7032,-61.1822,42.3017,-70.9935,1463.3560423241902,-33.61169102723638,117.9226785085021,6479.589773543969,0.5670114223498088
122,1,8a2a3029a8b7fff,22,return,8a2a3029a907fff,8a2a3029a897fff,42.3017,-70.9935,42.2995,-71.0014,0.6942429151273918,-110.62954954672676,24.854772141696053,6504.444545685666,0.12786133702665367
123,1,8a2a3029a8b7fff,23,return,8a2a3029a897fff,8a2a3029a897fff,42.2995,-71.0014,42.2995,-71.0014,0.0,0.0,16.487673186768962,6520.9322188724345,0.12786133702665367
124,1,8a2a3029a8b7fff,24,explore,8a2a3029a897fff,8a2a339348effff,42.2995,-71.0014,42.2777,-71.0114,2.5598154608127532,,26.032527769706203,6546.964746642141,2.651038011336535
125,1,8a2a3029a8b7fff,25,explore,8a2a339348effff,8a2b0e9b68b7fff,42.2777,-71.0114,44.8631,-64.0396,630.6675738129389,,29.665075709130768,6576.629822351272,628.6333908963409
126,1,8a2a3029a8b7fff,26,return,8a2b0e9b68b7fff,8a2a3029e35ffff,44.8631,-64.0396,42.3039,-70.984,627.2737628002549,-114.53875661387744,645.9027559124193,7222.532578263692,1.3854691056870327
127,1,8a2a3029a8b7fff,27,explore,8a2a3029e35ffff,8a2ab15b2c77fff,42.3039,-70.984,41.6699,-81.2627,851.9405847114607,,55.53255127870591,7278.065129542398,850.615377096632
128,1,8a2a3029a8b7fff,28,return,8a2ab15b2c77fff,8a2b0e9b68b7fff,41.6699,-81.2627,44.8631,-64.0396,1435.9923167146076,69.89221100967643,135.5612410773693,7413.626370619767,628.6333908963409
129,1,8a2a3029a8b7fff,29,return,8a2b0e9b68b7fff,8a2a3029a8b7fff,44.8631,-64.0396,42.3,-71.0,628.6333908963409,-114.51441595268504,15.902992714451807,7429.529363334219,0.0
130,1,8a2a3029a8b7fff,30,return,8a2a3029a8b7fff,8a2a3029e35ffff,42.3,-71.0,42.3039,-70.984,1.3854691056870327,71.75413303264207,14.634856085458141,7444.1642194196775,1.3854691056870327
131,1,8a2a3029a8b7fff,31,return,8a2a3029e35ffff,8a2a3029a907fff,42.3039,-70.984,42.3017,-70.9935,0.8186789937943428,-107.3828996416768,36.97380719387632,7481.138026613554,0.5670114223498088
132,1,8a2a3029a8b7fff,32,return,8a2a3029a907fff,8a2a3029a8b7fff,42.3017,-70.9935,42.3,-71.0,0.5670114223498088,-109.47198798493032,19.94953118095713,7501.087557794511,0.0
